keyword,language,topic,topicColor,keywordColor,limitPages,ratioNew
'Roman Pacino',de,unknown,#111111,#111111,1,0.308644020139
'Jerod Mayo',de,unknown,#111111,#111111,1,0.308626106277
'Premier ministre',de,unknown,#111111,#111111,1,0.308546290121
'Greg Brockman',de,unknown,#111111,#111111,1,0.308518972218
'Matt Damon',de,USA,#18e8e8,#18e8e8,1,0.308394569701
'Kim Mulkey',de,unknown,#111111,#111111,1,0.308370055776
'Viktor Shokin',de,unknown,#111111,#111111,1,0.308245902726
'Ronna McDaniel',de,unknown,#111111,#111111,1,0.308092498551
'Benjamin Hasselhorn',de,unknown,#111111,#111111,1,0.308087707205
'Sergio Massa',de,unknown,#111111,#111111,1,0.308056569607
'Sean Hannity',de,unknown,#111111,#111111,1,0.308027555114
'Petro Poroshenko',de,unknown,#111111,#111111,1,0.307932659194
'Drake Maye',de,unknown,#111111,#111111,1,0.307899273929
'Ayatollah Chamenei',de,Iran,#11bb99,#11bb99,1,0.307770240762
'Leonardo da Vinci',de,Italien,#7722cc,#7722cc,2,0.307523361241
'Salvador Dali',de,Spanien,#1144aa,#1144aa,1,0.307512545000
'Jacques Doriot',de,unknown,#111111,#111111,1,0.307477450123
'Anya Taylor-Joy',de,unknown,#111111,#111111,1,0.307442722907
'Hailey Van Lith',de,unknown,#111111,#111111,1,0.307342816440
'Tina Turner',de,USA,#18e8e8,#18e8e8,2,0.307131327466
'Uwe Neumärker',de,Deutschland,#11dd44,#11dd44,1,0.307062500000
'Pedro Sánchez Pérez-Castejón',de,Spanien,#1144aa,#1144aa,1,0.307062500000
'Patti LaBelle',de,USA,#18e8e8,#18e8e8,1,0.307062500000
'Moon Hyung-jin',de,USA,#18e8e8,#18e8e8,1,0.307062500000
'Kemal Kiliçdaroglu',de,Türkei,#4411ee,#4411ee,1,0.307062500000
'Gilbert Plass',de,Kanada,#ffaabb,#ffaabb,1,0.307062500000
'Evgueni Prigojine',de,Russland,#e81818,#e81818,1,0.307062500000
'Dorothée Pacaud',de,Frankreich,#e8e808,#e8e808,1,0.307062500000
'James Biden',de,unknown,#111111,#111111,1,0.306666048656
'Hugh Grant',de,unknown,#111111,#111111,1,0.306582026544
'Kevin Kühnert',de,Deutschland,#11dd44,#11dd44,3,0.306267580113
'Phoebe Bridgers',de,unknown,#111111,#111111,1,0.306158235968
'Fani Willis',de,unknown,#111111,#111111,1,0.305755674110
'Ottmar Edenhofer',de,Deutschland,#11dd44,#11dd44,1,0.305593889903
'Chris Christie',de,USA,#18e8e8,#18e8e8,1,0.305456307916
'Vivek Ramaswamy',de,USA,#18e8e8,#18e8e8,1,0.305155633285
'Steve Scalise',de,unknown,#111111,#111111,1,0.305136974894
'Roger Corman',de,unknown,#111111,#111111,1,0.304414701172
'Joey Fatone',de,unknown,#111111,#111111,1,0.304274074594
'Chris Stapleton',de,unknown,#111111,#111111,1,0.304191702978
'Barbara Schöneberger',de,Deutschland,#11dd44,#11dd44,3,0.303944928379
'Barbara Sturm',de,Deutschland,#11dd44,#11dd44,1,0.303767129274
'Mary Robinson',de,unknown,#111111,#111111,1,0.303268547741
'Penny Mordaunt',de,UK,#e838e8,#e838e8,1,0.302883779743
'Kim Yo Jong',de,NordKorea,#4811f1,#4811f1,1,0.302602775640
'Ahmed Al Jaber',de,unknown,#111111,#111111,1,0.302587902721
'Matthias Müller',de,Deutschland,#11dd44,#11dd44,2,0.302546665864
'Gerald Darmanin',de,unknown,#111111,#111111,1,0.302155950776
'Bradley Cooper',de,unknown,#111111,#111111,2,0.302005212910
'Robert De Niro',de,USA,#18e8e8,#18e8e8,2,0.301928181359
'Lionel Richie',de,USA,#18e8e8,#18e8e8,1,0.301881526665
'Jordan Neely',de,USA,#18e8e8,#18e8e8,1,0.301772532477
'Stormy Daniels',de,USA,#18e8e8,#18e8e8,1,0.301436554751
'Jack Smith',de,USA,#18e8e8,#18e8e8,3,0.301069616808
'Nikki Haley',de,USA,#18e8e8,#18e8e8,2,0.300820494039
'Christine Lambrecht',de,Deutschland,#11dd44,#11dd44,1,0.300702679890
'Wagner-Chef Prigoschin',de,unknown,#111111,#111111,1,0.300582690342
'Billionaire Bunker',de,unknown,#111111,#111111,1,0.300411010055
'Henry Ford',de,USA,#18e8e8,#18e8e8,1,0.300264927831
'Jimmy Carter',de,USA,#18e8e8,#18e8e8,1,0.300248431990
'Amber Heard',de,USA,#18e8e8,#18e8e8,1,0.300096268300
'Marine Le Pen',de,Frankreich,#e8e808,#e8e808,2,0.299801128495
'Lindsey Graham',de,USA,#18e8e8,#18e8e8,2,0.299653784785
'Andrea Arnold',de,unknown,#111111,#111111,1,0.299422015919
'Patrick Graichen',de,Deutschland,#11dd44,#11dd44,3,0.299151866067
'Mareike Fallwickl',de,Österreich,#6622bb,#6622bb,1,0.299068907077
'Pedro Pascal',de,unknown,#111111,#111111,2,0.298888356829
'Joseph Ratzinger',de,Vatikan,#58b8e8,#58b8e8,1,0.298866396965
'Christopher Nolan',de,USA,#18e8e8,#18e8e8,2,0.298551997003
'Jon Hamm',de,USA,#18e8e8,#18e8e8,2,0.298409204029
'Gerhard Schröder',de,Deutschland,#11dd44,#11dd44,3,0.298057112754
'Isaac Newton',de,UK,#e838e8,#e838e8,1,0.297963499739
'John Fetterman',de,unknown,#111111,#111111,1,0.297952910210
'Andreas Ellermann',de,Deutschland,#11dd44,#11dd44,1,0.297797174829
'Alexander De Croo',de,Belgien,#bb33ff,#bb33ff,1,0.297716995994
'Jon Batiste',de,unknown,#111111,#111111,1,0.297600966200
'Johnny Depp',de,USA,#18e8e8,#18e8e8,1,0.297361387126
'Paul-Henry Nargeolet',de,Frankreich,#e8e808,#e8e808,1,0.297186599281
'Sam H',de,unknown,#111111,#111111,1,0.296477821593
'Jessy Wellmer',de,unknown,#111111,#111111,1,0.296302020821
'King Charles',de,UK,#e838e8,#e838e8,3,0.295966202416
'Matt Winkelmeyer',de,unknown,#111111,#111111,1,0.295580984723
'Finnegan Biden',de,USA,#18e8e8,#18e8e8,1,0.295276485558
'Willem Dafoe',de,USA,#18e8e8,#18e8e8,1,0.295276122654
'Kim Reynolds',de,unknown,#111111,#111111,1,0.295098519440
'Holger Friedrich',de,Deutschland,#11dd44,#11dd44,2,0.294764753538
'George Santos',de,USA,#18e8e8,#18e8e8,1,0.294688031739
'Curtis Yarvin',de,USA,#111111,#111111,1,0.294551701426
'Noam Chomsky',de,USA,#18e8e8,#18e8e8,1,0.294326672706
'Winston Churchill',de,UK,#e838e8,#e838e8,2,0.294214558840
'Prinz Heinrich XIII',de,Deutschland,#11dd44,#11dd44,1,0.293638161736
'Jim Jordan',de,unknown,#111111,#111111,1,0.293333939277
'Joaquim Valente',de,unknown,#111111,#111111,1,0.293285297355
'Lawrence Jones',de,unknown,#111111,#111111,1,0.292846050533
'Jacoby Brissett',de,unknown,#111111,#111111,1,0.292819529599
'Melinda Gates',de,USA,#18e8e8,#18e8e8,2,0.292520929862
'Kim Jong Un',de,NordKorea,#4811f1,#4811f1,3,0.292348094364
'Geert Wilders',de,Niederlande,#33ffbb,#33ffbb,2,0.292104477972
'Norbert Röttgen',de,Deutschland,#11dd44,#11dd44,2,0.292075331741
'Vo Van Thuong',de,unknown,#111111,#111111,1,0.292059843556
'Alexander von Humboldt',de,Deutschland,#11dd44,#11dd44,1,0.291175625017
'Tom Brady',de,unknown,#111111,#111111,1,0.290478830333
'Peter Breuer',de,unknown,#111111,#111111,1,0.289662084203
'Hamish Harding',de,UK,#e838e8,#e838e8,1,0.289627929963
'Nikki Glaser',de,USA,#18e8e8,#18e8e8,1,0.289368781346
'Ehud Olmert',de,Israel,#8822dd,#8822dd,1,0.289265527954
'Wolfgang Benz',de,Deutschland,#11dd44,#11dd44,2,0.288697139092
'Kate Capshaw',de,unknown,#111111,#111111,1,0.288158777136
'Daniel Penny',de,USA,#18e8e8,#18e8e8,1,0.287576688510
'Jean Carroll',de,USA,#18e8e8,#18e8e8,1,0.287551078519
'Kyle Pope',de,unknown,#111111,#111111,1,0.287380965250
'Chris Hemsworth',de,unknown,#111111,#111111,1,0.287124473049
'Marjan Minnesma',de,unknown,#111111,#111111,1,0.287103437500
'Martin Scorsese',de,USA,#18e8e8,#18e8e8,2,0.286389967249
'Kemal Klçdarolu',de,Türkei,#4411ee,#4411ee,3,0.286278690666
'Irina Shayk',de,unknown,#111111,#111111,1,0.286204198439
'Jean-Luc Mélenchon',de,unknown,#111111,#111111,1,0.285550853097
'Julia Louis-Dreyfus',de,unknown,#111111,#111111,1,0.285241155776
'Ursula von der Leyen',de,EU,#bbff33,#bbff33,3,0.285233512843
'William Shakespeare',de,UK,#e838e8,#e838e8,1,0.283965114119
'Gabor Steingart',de,Deutschland,#11dd44,#11dd44,2,0.283584024228
'Victoria Monét',de,unknown,#111111,#111111,1,0.283494997568
'Sandra Maischberger',de,Deutschland,#11dd44,#11dd44,3,0.283435151358
'Maria Bartiromo',de,unknown,#111111,#111111,1,0.283055669839
'Michelle Williams',de,unknown,#111111,#111111,1,0.282733422476
'président de la République',de,Frankreich,#e8e808,#e8e808,1,0.282613504978
'Nicolas Sarkozy',de,unknown,#111111,#111111,2,0.282029362185
'Robert Oppenheimer',de,USA,#18e8e8,#18e8e8,1,0.281926723588
'Bodo Ramelow',de,Deutschland,#11dd44,#11dd44,3,0.281667364363
'Gisele Bundchen',de,unknown,#111111,#111111,1,0.281385182451
'Tony Bennett',de,USA,#18e8e8,#18e8e8,1,0.280677826293
'Katarina Barley',de,EU,#bbff33,#bbff33,2,0.279368283180
'Hun Sen',de,Kambodscha,#ff33bb,#ff33bb,2,0.279292806147
'Marlène Schiappa',de,unknown,#111111,#111111,1,0.279097874741
'Francis Ford Coppola',de,unknown,#111111,#111111,1,0.279060463985
'Robert Kraft',de,unknown,#111111,#111111,2,0.278029904614
'Larry Ellison',de,USA,#18e8e8,#18e8e8,2,0.277827658288
'Putin',de,Russland,#e81818,#e81818,3,0.277306448780
'Mark Rutte',de,Niederlande,#33ffbb,#33ffbb,3,0.276964709717
'Königsgemahlin Camilla',de,UK,#e838e8,#e838e8,1,0.276595110921
'James Cameron',de,USA,#18e8e8,#18e8e8,1,0.276122176969
'Antonio Brown',de,unknown,#111111,#111111,1,0.275540309588
'Erich Honecker',de,Deutschland,#11dd44,#11dd44,1,0.275128434182
'Markus Krebber',de,Deutschland,#11dd44,#11dd44,2,0.273364356198
'Dwayne Johnson',de,unknown,#111111,#111111,1,0.273153265572
'Wolfgang Grupp',de,unknown,#111111,#111111,1,0.272989047683
'Geoffrey Hinton',de,UK,#e838e8,#e838e8,1,0.272755906180
'Friederike Otto',de,Deutschland,#11dd44,#11dd44,1,0.272631911210
'Sam Bankman-Fried',de,unknown,#111111,#111111,1,0.272628103726
'Recep Tayyip Erdoan',de,Türkei,#4411ee,#4411ee,2,0.272517605680
'Andreas Jung',de,Deutschland,#11dd44,#11dd44,3,0.272394635672
'Narendra Modi',de,Indien,#dd3344,#dd3344,3,0.271821542400
'Johan Rockström',de,unknown,#111111,#111111,1,0.271395259460
'Frank Plasberg',de,Deutschland,#11dd44,#11dd44,2,0.271311355898
'Silvio Berlusconi',de,Italien,#7722cc,#7722cc,2,0.270648602368
'Maya Rudolph',de,unknown,#111111,#111111,1,0.270468949533
'Élisabeth Borne',de,Frankreich,#e8e808,#e8e808,1,0.269594136597
'Arno Antlitz',de,Deutschland,#11dd44,#11dd44,1,0.269381724922
'John Rawls',de,USA,#18e8e8,#18e8e8,1,0.267062405785
'Ulrike Hermann',de,unknown,#111111,#111111,1,0.266857846585
'Missy Motown',de,Deutschland,#11dd44,#11dd44,1,0.266521147817
'Sultan al-Jaber',de,VAE,#ffbb33,#ffbb33,1,0.266507939508
'Nathalie Emmanuel',de,unknown,#111111,#111111,1,0.266066832915
'Bret Baier',de,unknown,#111111,#111111,1,0.265856572148
'Sophia Chikirou',de,unknown,#111111,#111111,1,0.265752943147
'Brian Kilmeade',de,unknown,#111111,#111111,1,0.265698120148
'Aurélien Rousseau',de,unknown,#111111,#111111,1,0.265600826975
'Drew Bledsoe',de,unknown,#111111,#111111,1,0.265482272619
'Sara Haines',de,unknown,#111111,#111111,1,0.265434004987
'Tony Bobulinski',de,unknown,#111111,#111111,1,0.265259610270
'Harry Belafonte',de,USA,#18e8e8,#18e8e8,1,0.265230324335
'Jean Jouzel',de,unknown,#111111,#111111,1,0.265152677633
'Ricarda Lang',de,Deutschland,#11dd44,#11dd44,3,0.264920546298
'Martha MacCallum',de,unknown,#111111,#111111,1,0.264803014688
'Carey Mulligan',de,unknown,#111111,#111111,1,0.264741633283
'Joe Alwyn',de,unknown,#111111,#111111,1,0.264591171558
'Julian Edelman',de,unknown,#111111,#111111,1,0.264504714131
'Ulf Poschardt',de,Deutschland,#11dd44,#11dd44,1,0.264452346876
'Steve Doocy',de,unknown,#111111,#111111,1,0.264445890843
'Matt Lauer',de,unknown,#111111,#111111,1,0.264323486282
'Robert de Niro',de,USA,#18e8e8,#18e8e8,2,0.264175381582
'Leonard Bernstein',de,unknown,#111111,#111111,1,0.264116365396
'Bill Geddie',de,unknown,#111111,#111111,1,0.263772524303
'Oisin Fanning',de,Irland,#33bbff,#33bbff,1,0.263590790846
'nan Si',de,unknown,#111111,#111111,1,0.263529894355
'Luc Terlinden',de,unknown,#111111,#111111,1,0.263398422573
'Sherri Shepherd',de,unknown,#111111,#111111,1,0.263383745961
'Sergei Shoigu',de,unknown,#111111,#111111,1,0.263376069387
'Tino Chrupalla',de,Deutschland,#11dd44,#11dd44,3,0.263331685469
'Stephen Hawking',de,UK,#e838e8,#e838e8,1,0.263312458855
'Elisabeth Borne',de,Frankreich,#e8e808,#e8e808,2,0.262709250824
'Dawn Staley',de,unknown,#111111,#111111,1,0.262641675079
'Yannick Morez',de,Frankreich,#e8e808,#e8e808,1,0.261372791549
'Christian Kroll',de,Deutschland,#11dd44,#11dd44,1,0.261284177301
'Margaret Thatcher',de,UK,#e838e8,#e838e8,1,0.261165356406
'Paul Ronzheimer',de,Deutschland,#11dd44,#11dd44,2,0.261155874417
'Thomas Bayes',de,UK,#e838e8,#e838e8,1,0.261003125000
'Sergei Surovikin',de,Russland,#e81818,#e81818,1,0.261003125000
'Camille Etienne',de,Frankreich,#e8e808,#e8e808,1,0.261003125000
'Aurélien Pradié',de,Frankreich,#e8e808,#e8e808,1,0.261003125000
'Andrei Nikolajewitsch Kolmogorow',de,Russland,#e81818,#e81818,1,0.261003125000
'Pat McAfee',de,USA,#18e8e8,#18e8e8,1,0.259066143707
'Georg Bätzing',de,Deutschland,#11dd44,#11dd44,2,0.258823823119
'King Charles III',de,UK,#e838e8,#e838e8,1,0.258723153734
'Olli Schulz',de,Deutschland,#11dd44,#11dd44,1,0.258162065918
'Ted Cruz',de,USA,#18e8e8,#18e8e8,1,0.258076975746
'Kemal Kilicdaroglu',de,Türkei,#4411ee,#4411ee,1,0.257438385831
'Wolodymyr Selenskyj',de,Ukraine,#e818e8,#e818e8,3,0.256842285165
'Michael Kahle',de,Deutschland,#11dd44,#11dd44,1,0.256585755261
'Charlie Munger',de,unknown,#111111,#111111,1,0.255006696635
'Noor Alfallah',de,USA,#18e8e8,#18e8e8,1,0.254589514446
'Jack Teixeira',de,USA,#18e8e8,#18e8e8,1,0.252222829181
'Eric Ciotti',de,Frankreich,#e8e808,#e8e808,1,0.249471227397
'Selenski',de,Ukraine,#e818e8,#e818e8,1,0.248822842717
'Harrison Ford',de,unknown,#111111,#111111,1,0.248675424859
'Jordan Bardella',de,Frankreich,#e8e808,#e8e808,2,0.248610381673
'Kurt Krömer',de,Deutschland,#11dd44,#11dd44,2,0.248464234503
'Aleksandar Vučić',de,Serbien,#4488cc,#4488cc,1,0.247564191884
'Péter Szijjártó',de,Ungarn,#33aa99,#33aa99,2,0.247233629196
'Vanessa Nakate',de,unknown,#111111,#111111,1,0.246829436568
'Jair Bolsonaro',de,Brasilien,#58e838,#58e848,3,0.246394292317
'Warren Buffett',de,USA,#18e8e8,#18e8e8,3,0.245234949130
'Mohammed bin Salman',de,SaudiArabien,#2266bb,#2266bb,3,0.244594255322
'Tasneem Essop',de,unknown,#111111,#111111,1,0.244037921875
'Sophia Kianni',de,unknown,#111111,#111111,1,0.244037921875
'Mark Hertsgaard',de,unknown,#111111,#111111,1,0.244037921875
'Helena Gualinga',de,unknown,#111111,#111111,1,0.244037921875
'Eriberto Gualinga',de,unknown,#111111,#111111,1,0.244037921875
'Elizabeth Mpofu',de,unknown,#111111,#111111,1,0.244037921875
'Autumn Peltier',de,unknown,#111111,#111111,1,0.244037921875
'Michael Ballweg',de,Deutschland,#11dd44,#11dd44,2,0.243835655473
'Antony Blinken',de,USA,#18e8e8,#18e8e8,3,0.242998422635
'Lance Bass',de,unknown,#111111,#111111,1,0.242573035360
'Marco Buschmann',de,Deutschland,#11dd44,#11dd44,3,0.242330180960
'Mateusz Morawiecki',de,Polen,#8844cc,#8844cc,2,0.241238631256
'Billy Crystal',de,unknown,#111111,#111111,1,0.240830858046
'Fabien Roussel',de,unknown,#111111,#111111,1,0.240729742413
'Caroline Ellison',de,unknown,#111111,#111111,1,0.240451797857
'Gregor Gysi',de,Deutschland,#11dd44,#11dd44,2,0.239215475841
'Pap Ndiaye',de,unknown,#111111,#111111,1,0.238890465044
'Nancy Faeser',de,Deutschland,#11dd44,#11dd44,3,0.238342388363
'Leandro De Niro Rodriguez',de,USA,#18e8e8,#18e8e8,1,0.237904387588
'Stephan Harbarth',de,Deutschland,#11dd44,#11dd44,1,0.234611867592
'Karl Lauterbach',de,Deutschland,#11dd44,#11dd44,3,0.233363913320
